text,or_text
Some of these ideas and suggestions I will definitely put in front of you during the Town Hall program,ଏଗୁଡ଼ିକ ମଧ୍ୟରୁ କିଛି ମତାମତକୁ ମୁଁ ନିଶ୍ଚିତ ଭାବରେ ଟାଉନହଲ କାର୍ଯ୍ୟକ୍ରମରେ ସ୍ଥାନୀତ କରିବି
"You must also try to become a part of this program ...... and through social media and Namo App, you can also see its live telecast",ସୋସିଆଲ ମିଡିଆ ଏବଂ ନାମୋ App ମାଧ୍ୟମରେ ଆପଣ ଏହାର ସିଧା ପ୍ରସାରଣ ମଧ୍ୟ ଦେଖି ପାରିବେ
My dear countrymen 30th January is the death anniversary of revered Bapu,ମୋର ପ୍ରିୟ ଦେଶବାସୀଗଣ ! ଜାନୁୟାରୀ 30 ତାରିଖ ପୂଜ୍ୟ ବାପୁଙ୍କ ପୁଣ୍ୟ ତିଥି
At 11am the whole country pays homage to the martyrs,ସେଦିନ ପୂର୍ବାହ୍ନ 11ଟା ସମୟରେ ସମଗ୍ର ଦେଶ ଶହୀଦମାନଙ୍କୁ ଶ୍ରଦ୍ଧାଞ୍ଜଳି ଜ୍ଞାପନ କରିଥାଏ
"Wherever we are, we must pay two minutes tribute to our martyrs",ଆମେମାନେ ଯେଉଁଠି ଥିଲେ ବି ଦୁଇ ମିନିଟ୍ ପାଇଁ ଶହୀଦମାନଙ୍କୁ ନିଶ୍ଚିତ ଭାବରେ ଶ୍ରଦ୍ଧାଞ୍ଜଳି ଅର୍ପଣ କରିବା
"Remember our revered Bapu and take a vow to fulfill the dreams of Pujya Bapu, to build a new India, and to fulfill our duties as a citizen let us move forward with this resolution","ପୂଜ୍ୟ ବାପୁଙ୍କ ପୁଣ୍ୟ ସ୍ମତିଚାରଣ କରିବା ଏବଂ ପୂଜ୍ୟ ବାପୁଙ୍କ ସ୍ୱପ୍ନକୁ ସାକାର କରିବା ପାଇଁ, ନୂତନ ଭାରତର ନିର୍ମାଣ ପାଇଁ, ଜଣେ ନାଗରିକ ହିସାବରେ ନିଜର କର୍ତ୍ତବ୍ୟ ନିର୍ବାହ କରିବା ପାଇଁ ସଂକଳ୍ପବଦ୍ଧ ହେବା"
Let us ensure this journey of 2019 remains successful,2019ର ଏହି ଯାତ୍ରାକୁ ସଫଳତା ପୂର୍ବକ ଆଗେଇନେବା
Many many felicitations and thanks to all of you,"ଆପଣମାନଙ୍କୁ ଅନେକ ଅନେକ ଶୁଭକାମନା, ବହୁତ ବହୁତ ଧନ୍ୟବାଦ"
"My dear countrymen, Namaskar",
We recently lost 18 brave sons of our country in a terrorist attack in Uri Sector in Jammu and Kashmir,
I salute these valiant soldiers and pay my tributes to them,
This cowardly act has shocked the entire Nation,
There are strong emotions of widespread grief as well as anger across the country,
"And, this is not only a loss for the families who have lost a son, a brother or a husband",
"In fact, it is a national loss",
"And, therefore, I will just reiterate to you, my countrymen, what I had said that very day, that the guilty will certainly be punished",
"My dear countrymen, we have full faith in our armed forces",
"They will foil with their valour every such conspiracy, and they are the ones to reach the pinnacle of bravery so that we, their 1",
"25 billion fellow countrymen, can live peacefully and be happy",
We are proud of our army,
We politicians have many opportunities to speak our mind and we do speak,
"But, the forces do not speak, they take action",
I also wish today to specially talk to those living in Kashmir,
Kashmiris are now beginning to recognize well the true face of the antinational forces,
"And as they understand the truth better, they are now separating themselves from such elements and have started moving on the path of peace",
Every parent wants the schools and colleges to be functioning properly at the earliest,
Farmers also feel that their ripened crops and fruits should reach markets across the country,
Economic activities too should be back on track,
And during the last few days there has been a movement towards restoration of trading activities,
"We all know that peace, unity and harmony are the only way to solve our problems and also the way to our progress and development",
We have to scale greater heights of development for the sake of our future generations,
"I am very sure that by sitting together we shall definitely find solutions to our problems, find ways to move ahead and also pave a better path for future generations in Kashmir",
Providing security to people in Kashmir is the responsibility of the administration,
The government has to take some steps to maintain law and order,
"I shall also tell the security forces that all our capabilities, power, laws, rules and regulations are basically meant to maintain law and order in order to provide a life of peace and happiness for the common people of Kashmir",
We shall strictly abide by this,
"At times, people thinking differently from us also provide new ideas",
These days I get to learn quite a lot through social media,
I get an opportunity to know and understand views of different people from all corners of the country and this actually adds to the strength of our democracy,
"Recently, Harshvardhan, a young student of Eleventh Class has put before me a different type of thought",
"He has written ""I was very much distressed after the Uri attack and strongly felt like doing something",
"But, I did not know how to go about it as what could a young student like me possibly do",
"So, I was trying to find some way to be of some service to the nation",
And I have resolved that I would devote three more hours daily towards my studies,
I shall become a capable citizen so that I can serve the country well,
"Brother Harshvardhan, I am happy to know that despite this atmosphere charged with anger, you are able to think in a healthy manner at such a young age",
"But, dear Harshvardhan, I shall also like to add that the anger in the hearts of our countrymen is of a very high value",
It symbolises our national consciousness,
This anger has the resolve to do something,
Yes,
You have presented that with a constructive approach,
"But, you must be aware that during the 1965war, Lal bahadur Shastri Ji was leading us and then also similar feelings of rage, anger and patriotic fervour were sweeping the nation",
"Everyone wanted that something must happen, must be done",
"Then, Lal Bahadur Shashtri Ji had very aptly tried to touch the emotional universe of the country",
"He gave the mantra""Jai Jawan, Jai Kisan"" which inspired the common people of the country to work for the nation",
"Lal Bahadur Shashtri Ji showed that even amidst the deafening sounds of gunfire and bombardment, there existed an alternative way for every citizen for expressing patriotism",
"During the freedom movement, Mahatma Gandhi also used to mount highly successful experiments to divert the strong energy of that movement towards constructive social work, whenever a lull was needed amidst the extreme intensity in that movement",
"Now, if all of us, that is, our armed forces, people in the government, fulfill our respective responsibilities sincerely, and all of us countrymen, each citizen make some constructive contribution imbued with the feeling of patriotism, our country will most definitely scale greater heights",
"My dear countrymen, Shri T",
S,
Kartik has written on NarendraModiApp that our athletes who participated in the Paralympics have created a new history and their performance is a triumph of the human spirit,
Shri Varun Vishwanathan has also written on NarendraModiApp that our athletes did a commendable job and that I should talk about this in 'Mann Ki Baat',
Not only the two of you but each one of our countrymen has felt an emotional attachment with our athletes who participated at the Paralympics,
"Perhaps going beyond sporting achievements, these Paralympics and the performance by our athletes have transformed our attitude towards humanity, towards speciallyabled, DIVYANG people",
"And, I shall never be able to forget what our victorious sister Deepa Malik had to say",
"When the medal was awarded to her, she said ""Through this medal I have actually defeated the disability itself",
""" There is great strength in this remark",
"This time 19 athletes, including three women, took part in Paralympics from our country",
"Compared to normal sporting activities, when the DIVYANG play, in addition to physical ability and sporting skills, what are needed even more are will power and resolve",
"You will be pleasantly surprised to learn that our sportspersons put up their best ever performance this time and won 4 medals including two gold, one silver and one bronze",
Brother Devendra Jhajharia won the gold medal in Javelin throw and repeated his gold winning performance after 12 years,
"One gets older over a period of 12 years and after having won the gold medal once, the passion for the same is also somewhat reduced",
"Yet, Devendra displayed that physical condition and increasing age could not dent his strong determination and he successfully claimed his second gold medal after a gap of 12 years",
"And, he was not born a DIVYANG",
He lost one of his hands due to suffering electric current shock,
Just think about the perseverance and the huge effort put in by him in repeating the feat of winning a second gold medal at 35 years of age 12 years after winning the first one at 23,
Mariyappan Thangavelu won a gold medal in High Jump,
Thangavelu had lost his right leg when he was just 5,
Even poverty could not come in the way of his resolve,
"He is not from a big city, he does not come from a middle class or rich family",
"Yet despite facing all sorts of difficulties and physical challenges, at the age of 21, through his unwavering determination he won the medal for the country",
"As far as Athlete Deepa Malik is concerned, she has won laurels many a times by emerging victorious repeatedly",
Varun C,
Bhati won a bronze medal in High Jump,
"Medals in Paralympics have a significance of their own, but going beyond that these medals have made a very big contribution in transforming the attitude towards our DIVYANG brothers and sisters in our country, our society and our neighborhoods",
These have not only inspired our empathy but also changed the way of looking at the DIVYANG people,
Only very few people might be knowing as to what stupendous feats were performed by these DIVYANG people in the Paralympics this time,
Olympic Games were held at the same venue only a few days ago,
Can anyone ever imagine the DIVYANG athletes breaking a record set during the general Olympic Games,
It happened this time,
"In the 1500 meter race, Abdellatif Baka of Algeria set a new record by completing the 1500 meters race taking 1",
7 seconds less than the time taken by the gold medalist in the same event at the general Olympics,
"Not only this, what really surprised me was the fact that the athlete, who finished fourth in this event amongst DIVYANG persons and thus missed winning any medal, actually took less time than the gold medalist of general category in completing the race",
I once again congratulate all our Paralympic athletes and India is progressing in the direction of preparing an effective plan for developing our athletes and also the facilities for the Paralympics,
"My dear countrymen, last week I had many wonderful experiences in Navsari, Gujarat",
It was a very emotional moment for me,
Government of India had organized a Mega Camp for DIVYANG persons and a number of world records were established that day,
"A visually challenged little girl child Gauri Shardul, hailing from far flung forest area in the Dang District, can recite the complete Ramayana epic as she has learnt it by heart",
"She rendered certain portions before me and when I presented her performance before other persons there, everyone was amazed",
I got an opportunity to publicly release a book that day wherein success stories from the lives of some DIVYANG persons had been compiled,
These were very inspiring incidents,
Government of India created a world record in Navsari which I believe to be very important,
The task of fitting hearing aids to 600 hearing impaired DIVYANG people in just eight hours was completed successfully,
This deed found a mention in Guinness Book of World Records,
Three world records in a single day by DIVYANG people is a matter of great pride for our countrymen,
"My dear countrymen, we had launched 'Swachha Bharat Mission' two years ago on 2nd October, the birth anniversary of our revered Bapu",
"That day too I had said that cleanliness should become our nature, a duty for every citizen and there should be an atmosphere harbouring a sense of revulsion against filth",
Now it is going to be nearly two years on 2nd October and I can confidently say that one hundred and twenty five crore people of the country have now become more aware about cleanliness,
I had said 'one step towards cleanliness' and today we can say that each one of us has definitely tried to take one step further,
This means that the country has taken 125 crore steps in the direction of achieving cleanliness,
This affirms that the direction we have taken is correct and also fruits of the action are very sweet,
It has also been seen as to how much can be achieved through making small efforts,
"Everyone, be it a common citizen, an administrator, in Government offices or roads, bus stops or railways, schools or colleges, religious places, hospitals, from children to old persons, rural poor, farming women everyone is contributing something in achieving cleanliness",
Friends in the media have also played a constructive role,
I also know that we still have to go much farther,
"Yet, the beginning has been good so far",
Wholehearted efforts have been made and a conviction has now set in that we shall indeed succeed,
This conviction is important,
"If we talk of rural India, so far 2 crore 48 lakh or say about two and a half crore toilets have been constructed and we intend to build another one and a half crore toilets in the coming one year",
"From the point of view of sanitation and keeping in mind the dignity of our citizens, especially the dignity of our mothers and sisters, it is necessary to put an end to the habit of defecating in the open",
"And, with this in view 'Open Defecation Free' or ODF Campaign has been launched",
"A healthy competition towards achieving liberation from the habit of defecating in open has started at the levels of states, districts and the villages",
"Andhra Pradesh, Gujarat and Kerala will achieve very soon cent percent ODF targets",
"I visited Gujarat recently and the officers there informed me that Porbandar, the birth place of Mahatma Gandhi, will achieve the target of total ODF on 2nd October, 2016",
"My congratulations to those who have made it possible, and best wishes to those who are trying to reach the target",
"I appeal to all of my countrymen that to maintain the dignity of our mothers and sisters and for the sake of health of our children, our country needs to get rid of this scourge",
Let us forge ahead with a strong resolution,
I specially want to suggest a scheme to my young friends who are currently technology savvy,
Every citizen has a right to know about the status of the cleanliness mission in his city and the Government of India has provided a dedicated telephone number 1969 for this purpose,
We know that Mahatma Gandhi was born in 1869,
"In 1969, we celebrated his birth centenary and in 2019 we are going to celebrate the 150th birth anniversary of Mahatma Gandhi",
By dialing this number 1969 you will be able to know the progress of construction of toilets in your city and will also be able to submit an application for construction of a toilet,
You must avail this facility,
"Not only this, a cleanliness, that is Swachchhata App has been launched for people to lodge complaints concerning cleanliness and also to know about the progress in resolving these complaints",
Please make full use of this facility; especially the younger generation must utilize it optimally,
Government of India has also appealed to the corporate world to come forward in this endeavour,
They can sponsor young professionals willing to work for Swachchhata Mission,
They can also be sent to various districts as Swachchha Bharat Fellows,
It will not be sufficient to keep this Cleanliness Campaign confined to beliefs and habits,
Imbibing cleanliness as a nature is not enough,
"In this age, just as cleanliness is related to health, connecting cleanliness to a revenue model is also equally necessary",
Waste to wealth should also be one of its components,
"It is, therefore, imperative that we need to move towards 'Waste to Compost' along with the Cleanliness Mission",
Solid waste should be processed and be converted into Compost and the government has initiated a policy intervention in this regard,
Fertilizer companies have been asked to buy the Compost made out of waste,
They should supply this to the farmers who are willing to adopt organic farming,
This should also be supplied to those farmers who care about the health of their soil and are willing to improve its quality and also to those farmers whose soil quality has deteriorated because of over use of chemical fertilizers,
